--- 
? !ruby/symbol en
: 
  АБАЙ: " ABAY "
  СТРЕЖЕВОЙ: " СТРЕЖЕВОЙ "
  СТРОЕНИЕ: " БУДОВА"
  СТРОИТЕЛЬ: "СТРОИТЕЛЬ "
  ? "СТРУГИ КРАСНЫЕ"
  : " Струга ЧЕРВОНІ "
  СТРЫЙ: " СТРИЙ "
  СТУПИНО: " Ступіно "
  СТУЧКА: " Стучка "
  СУВОРОВ: " СУВОРОВ "
  СУВОРОВО: " СУВОРОВА "
  СУДАК: " СУДАК "
  СУДЖА: " Суджа "
  СУДИСЛАВЛЬ: " СУДІСЛАВЛЬ "
  СУДОГДА: " СУДОГДА "
  СУЗАК: " СУЗАК "
  СУЗДАЛЬ: " Суздаль "
  СУЗЕМКА: " СУЗЕМКА "
  СУЗУН: " СУЗУН "
  СУКСУН: " СУКСУН "
  СУЛЮКТА: " Сулюкта "
  СУМГАИТ: " Сумгаїт "
  СУМЫ: " СУМИ "
  СУНА: " Суна "
  СУНТАР: " Сунтар "
  СУОЯРВИ: " Суоярви "
  СУРАЖ: " Сураж "
  СУРГУТ: " Сургут "
  СУРОВИКИНО: " суровикино"
  СУРСКОЕ: "Сурсько "
  СУСАНИНО: " Сусанин "
  СУСУМАН: " Сусуман "
  СУХИНИЧИ: " Сухиничи "
  СУХОБУЗИМСКОЕ: " СУХОБУЗІМСКОЕ "
  ? "СУХОЙ ЛОГ"
  : " СУХИЙ ЛОГ "
  СУХУМИ: " СУХУМІ "
  СЫЗРАНЬ: " Сизрань "
  СЫКТЫВКАР: " Сиктивкар "
  СЫРДАРЬЯ: " Сирдар&#39;ї "
  СЫСЕРТЬ: " СИСЕРТЬ "
  СЫЧЕВКА: " Сичовка "
  СЮМЕИ: " СЮМЕІ "
  СЯМЖА: " СЯМЖА "
  СЯСЬКЕЛОВО: " СЯСЬКЕЛОВО "
  Т-ЦКАРО: " Т-ЦКАРО "
  ТАБАГО: " ТАБАГО "
  ТАБУНЫ: " Табун "
  ТАВДА: " ТАВДА "
  ТАВРИЧЕСКОЕ: " ТАВРІЙСЬКИЙ "
  ? "ТАВРИЧЕСКОЕ ОМК"
  : " ТАВРІЙСЬКИЙ ОМК "
  ТАГАНРОГ: " Таганрог "
  ТАЗА-БАЗАР: " таза - БАЗАР "
  ТАЗОВСКИЙ: " Тазовський "
  ТАЙТУГ: " ТАЙТУГ"
  ТАЙШЕТ: "Тайшет "
  ТАЛАЛАЕВКА: " Талалаївка "
  ТАЛАС: " Талас "
  ТАЛГАР: " Талгар "
  ТАЛДОМ: " Талди "
  ТАЛДЫ-КУРГАН: " Талди-КУРГАН "
  ТАЛИН: " Талін "
  ТАЛИЦА: " Таліца "
  ТАЛЛИНН: " ТАЛЛІНН "
  ТАЛОВАЯ: " талова "
  ТАЛСИ: " Талсі "
  ТАЛШИК: " ТАЛШІК "
  ТАЛЬМЕНКА: " Тальменка "
  ТАЛЬНОЕ: " ТАЛЬНЕ "
  ТАМАЛА: " ТАМА "
  ТАМБОВ: " ТАМБОВ "
  ТАМДЫБУЛАК: " ТАМДИБУЛАК "
  ТАРА: " ТАРА "
  ТАРАКЛИЯ: " Тараклия "
  ТАРАНОВСКОЕ: " Тарановський "
  ТАРАША: " Тараш "
  ТАРБАГАТАЙ: " Тарбагатай "
  ТАРКО-САЛЕ: " Тарко-Сале "
  ТАРТУ: " ТАРТУ "
  ТАРУСА: " ТАРУС"
  ТАРУТИНО: "ТАРУТИНЕ "
  ТАСТЫ-ТАЛДЫ: " ТАСТ-Талди "
  ТАТАРБУНАРЫ: " ТАТАРБУНАРИ "
  ТАТАРСК: " ТАТАРСЬКА "
  ТАТИЩЕВО: " Татіщева "
  ТАУРАГЕ: " Таураге "
  ТАХИАТАШ: " ТАХІАТАШ "
  ТАХТА-БАЗАР: " Тахти-БАЗАР "
  ТАХТААБАД: " ТАХТААБАД "
  ТАХТАКУПЫР: " ТАХТАКУПИР "
  ТАШАУЗ: " ТАШАУЗ "
  ТАШБУЛАК: " ТАШБУЛАК "
  ТАШКЕНТ: " ТАШКЕНТ "
  ТАШЛАК: " ТАШЛАК "
  ТАШТАГОЛ: " ТАШТАГОЛ "
  ТБИЛИСИ: " ТБІЛІСІ "
  ТБИЛИССКАЯ: " Тбіліський "
  ТЕВРИЗ: " ТЕВРІЗ "
  ТЕДЖЕН: " Теджен "
  ТЕЙКОВО: " Тейково "
  ТЕКЕЛИ: " Текелі "
  ТЕЛАВИ: " Телаві "
  ТЕЛЕНЕШТЫ: " ТЕЛЕНЕШТИ "
  ТЕЛЬМАНОВО: " ТЕЛЬМАНОВЕ "
  ТЕЛЬМАНСК: " Тельманський"
  ТЕЛЬШЯЙ: "Тельше "
  ТЕМИРЛАНОВКА: " ТЕМІРЛАНОВКА "
  ТЕМИРТАУ: " Теміртау "
  ТЕМКИНО: " Тьомкін "
  ТЕМРЮК: " Темрюка "
  ТЕНЬГУШЕВО: " ТЕНЬГУШЕВО "
  ТЕОФИПОЛЬ: " Теофіполь "
  ТЕПЛИК: " ТЕПЛИК "
  ТЕПЛОЕ: " тепла "
  ТЕПЛОКЛЮЧЕНКА: " ТЕПЛОКЛЮЧЕНКА "
  ТЕРБУНЫ: " Тербуни "
  ТЕРЕБОВЛЯ: " ТЕРЕБОВЛЯ "
  ТЕРЕК: " Терек "
  ТЕРЕНЬГА: " ТЕРЕНЬГА "
  ТЕРМЕЗ: " Термез "
  ТЕРНЕЙ: " ТЕРНО "
  ТЕРНОВКА: " ТЕРНІВКА "
  ТЕРНОПОЛЬ: " ТЕРНОПІЛЬ "
  ТЕРСКОЛ: " Терскол "
  ТЕТИЕВ: " Тетіїв "
  ТЕТРИЦКАРО: " ТЕТРІЦКАРО "
  ТЕТЮШИ-ТАТАРС: " ТЕТЮШІ-ТАТАРС "
  ТИАНЕТИ: " ТІАНЕТІ "
  ТИГИЛЬ: " ТІГІЛЬ "
  ТИМАШЕВСК: " Тимашевськ"
  ТИМИРЯЗЕВО: "Тімірязєва "
  ТИРАСПОЛЬ: " ТИРАСПОЛЬ "
  ТИСУЛЬ: " ТІСУЛЬ "
  ТИХВИН: " Тихвин "
  ТИХОРЕЦК: " Тихорецьк "
  ТЛУМАЧ: " ТЛУМАЧ "
  ТОБОЛЬСК: " Тобольськ "
  ТОГУЛ: " ТОГУЛ "
  ТОГУЧИН: " Тогучин "
  ТОЙТЕПА: " ТОЙТЕПА "
  ТОКАРЕВКА: " Токарівка "
  ТОКАРИ: " ТОКАР "
  ? "ТОКМАК ЗАПОРОЖ"
  : " ТОКМАК Запоріжжі "
  ? "ТОКМАК ФРУНЗЕ"
  : " ТОКМАК ФРУНЗЕ "
  ТОКСОВО: " Токсово "
  ТОКТОГУЛ: " ТОКТОГУЛ "
  ТОЛБАЗЫ: " ТОЛБАЗИ "
  ТОЛОЧИН: " ТОЛОЧИНА "
  ТОЛЬЯТТИ: " Тольятті "
  ТОМАКОВКА: " Томаківка "
  ТОМАРИ: " Томари "
  ТОМАШПОЛЬ: " Томашпіль "
  ТОМСК: " ТОМСЬК "
  ТОПАР: " Топар "
  ТОПКИ: " ТОПку"
  ТОПЧИХА: "ТОПЧІХА "
  ТОРБЕЕВО: " Торбеево "
  ТОРЕЗ: " ТОРЕЗ "
  ТОРЖОК: " Торжок "
  ТОРОПЕЦ: " Торопець "
  ТОСНО: " ТОСНО "
  ТОТЬМА: " Тотьма "
  ТРАКАЙ: " Тракай "
  ТРОИЦК: " ТРОЇЦЬКИЙ "
  ТРОИЦКО-ПЕЧЕРСК: " ТРОЇЦЬКИЙ-ПЕЧЕРСЬКИЙ "
  ? "ТРОИЦКОЕ БАРНАУ"
  : " ТРОЇЦЬКИЙ БАРНАУ "
  ? "ТРОИЦКОЕ ВОРОШ"
  : " ТРОЇЦЬКИЙ Во "
  ? "ТРОИЦКОЕ ХАБАР"
  : " ТРОЇЦЬКИЙ ХАБАР "
  ТРОИЦКОЕ-КАЛМЫЦ: " Троїцько-КАЛМИЦ "
  ТРОСТЯНЕЦ: " ТРОСТЯНЕЦЬ "
  ? "ТРУБНИКОВ БОР"
  : " ТРУБНИКІВ БОР "
  ТРУБЧЕВСК: " Трубчевськ "
  ТРУСКАВЕЦ: " ТРУСКАВЕЦЬ "
  ТУАПСЕ: " ТУАПСЕ "
  ТУКУМС: " Тукумс "
  ТУЛА: " ТУЛА "
  ТУЛЬЧИН: " ТУЛЬЧИН "
  ТУРАКУРГАН: " ТУРАКУРГАН "
  ТУРИЙСК: " ТУРІЙСЬКИЙ "
  ТУРКА: " ТУРКА"
  ТУРКЕСТАН: "Туркестан "
  ТУРКИ: " ТУРКА "
  ТУРКМЕН-КАЛА: " Туркмен-Кала "
  ТУРСУНЗАДЕ: " Турсунзаде "
  ТУРТКУЛЬ: " ТУРТКУЛЬ "
  ТУРУНТАЕВО: " ТУРУНТАЕВО "
  ТУТАЕВ: " Тута "
  ТЫВРОВ: " Тиврів "
  ТЫНДА: " Тинда "
  ТЫРНЫАУЗ: " ТИРНИАУЗ "
  ТЫСМЕНИЦА: " Тисмениця "
  ТЮКАЛИНСК: " Тюкалинськ "
  ТЮМЕНЦЕВО: " ТЮМЕНЦЕВО "
  ТЮМЕНЬ: " ТЮМЕНЬ "
  ТЯЧЕВ: " ТЯЧІВ "
  УБИНСКОЕ: " УБІНСКОЕ "
  УВАРОВО: " УВАРОВА "
  УВАТ: " увати "
  УВЕЛЬСКИЙ: " УВЕЛЬСКІЙ "
  УГЛЕГОРСК: " Вуглегірськ "
  УГЛИЧ: " Углич "
  УГЛОВСКОЕ: " Угловського "
  УГРА: " угра "
  УДОМЛЯ: " УДОМЛЯ "
  УЖГОРОД: " УЖГОРОД"
  УЖУР: "Ужур "
  УЗГЕН: " УЗГЕН "
  УЗДА: " узда "
  УЗЛОВАЯ: " ВУЗЛОВА "
  УЗУН: " Узун "
  УЗУН-АГАЧ: " Узун-Агач "
  УИНСКОЕ: " УІНСКОЕ "
  УЙСКОЕ: " УЙСКОЕ "
  УЙЧИ: " УЙЧІ "
  УКМЕРГЕ: " УКМЕРГЕ "
  УЛАН-УДЭ: " УЛАН-УДЕ "
  УЛЕТЫ: " УЛЕТЫ "
  УЛЬЯНОВКА-КИРОВ: " УЛЬЯНОВКА-КІРОВ "
  УЛЬЯНОВКА-ТОСНО: " УЛЬЯНОВКА-ТОСНО "
  УЛЬЯНОВО: " УЛЬЯНОВА "
  УЛЬЯНОВСК: " УЛЬЯНІВСЬК "
  УЛЬЯНОВСК-КАРШИ: " УЛЬЯНІВСЬК-КАРШЕ "
  УЛЬЯНОВСКИЙ: " УЛЬЯНОВСЬКИЙ "
  УМАНЬ: " УМАНЬ "
  УМЕТ: " УМІТИ "
  УНГЕНЫ: " Унгени "
  УНЕЧА: " Унеча "
  УПОРОВО: " УПОРОВО "
  УРА-ТЮБЕ: " УРА-тюбе "
  УРАЙ: " Урай"
  УРАЛЬСК: "УРАЛЬСЬКОЇ "
  УРГЕНЧ: " Ургенч "
  УРГУТ: " УРГУТ "
  УРДЖАР: " УРДЖАР "
  УРЕНЬ: " Уренєв "
  УРЖУМ: " УРЖУМ "
  УРИЦКИЙ: " УРИЦЬКОГО "
  УРМАРЫ: " УРМАРИ "
  УРУС-МАРТАН: " Урус-Мартану "
  УРЮПИНСК: " Урюпінськ "
  УСАДИЩЕ: " УСАДІЩЕ "
  УСВЯТЫ: " Усвята "
  УСИНСК: " Усинську "
  УСМАНЬ: " Усмані "
  УСМАТ: " УСМАТ "
  УСОГОРСК: " УСОГОРСК "
  УСОЛЬЕ: " Усолля "
  УСОЛЬЕ-СИБИРСК: " усольє-сибирське "
  УСПЕНКА: " Успенка "
  УСПЕНСКОЕ: " УСПЕНСЬКИЙ "
  УССУРИЙСК: " Уссурійськ "
  УСТИНОВКА: " Устинівка "
  УСТЬ-БОЛЬШЕРЕЦК: " УСТЬ - Большерецького "
  УСТЬ-ДЖЕГУТА: " Усть-Джегута "
  УСТЬ-ДОНЕЦК: " УСТЬ-ДОНЕЦЬК"
  УСТЬ-ИЛИМСК: "Усть-Ілімськ "
  УСТЬ-ИШИМ: " УСТЬ-Ішим "
  УСТЬ-КАЛМАНКА: " УСТЬ-КЛИМЕНКО "
  УСТЬ-КАМЕНОГОР: " УСТЬ-КАМЕНОГОР "
  УСТЬ-КАМЧАТСК: " Усть-Камчатську "
  УСТЬ-КАТАВ: " усть-катав "
  УСТЬ-КИШЕРТЬ: " УСТЬ-КІШЕРТЬ "
  УСТЬ-КУБИНСКОЕ: " УСТЬ-Кубинський "
  УСТЬ-КУЛОМ: " Усть-Кулом "
  УСТЬ-КУТ: " УСТЬ-КУТ "
  УСТЬ-ЛАБИНСК: " Усть-Лабинськ "
  УСТЬ-ОМЧУГ: " Усть-Омчуг "
  УСТЬ-ОРДЫНСКИЙ: " УСТЬ - Ординський "
  УСТЬ-ТАРКА: " УСТЬ-ТарКо "
  УСТЬ-УДА: " УСТЬ-УДА "
  УСТЬ-ЦИЛЬМА: " Усть-Цильма "
  УСТЬ-ЧАРЫШСКАЯ: " УСТЬ-ЧАРИШСКАЯ "
  УСТЬЕ: " Устя "
  УСТЮЖНА: " УСТЮЖНА "
  УТЕНА: " Утена "
  УХОЛОВО: " Ухолово "
  УХТА: " Ухта "
  УЧАРАЛ: " УЧАРАЛ "
  УЧКИЗЫЛ: " УЧКІЗИЛ "
  УЧКУПРИК: " УЧКУПРІК"
  УЧКУРГАН: "УЧКУРГАН "
  УШАКИ: " УШАК "
  УШАЧИ: " УШАЧІ "
  УШТОБЕ: " УШТОБЕ "
  ФАЙЗАБАД: " Файзабад "
  ФАЛЕНКИ: " Філенко "
  ФАЛЕШТЫ: " ФАЛЕШТИ "
  ФАРАБ: " Фарабі "
  ФАРХОД: " ФАРХОД "
  ФАСТОВ: " ФАСТІВ "
  ФАТЕЖ: " Фатеж "
  ФЕДОРОВКА: " Федорівка "
  ФЕДОРОВСКОЕ: " Федоровський "
  ФЕОДОСИЯ: " ФЕОДОСІЯ "
  ФЕРГАНА: " Фергана "
  ФЕРЗИКОВО: " ФЕРЗІКОВО "
  ФЕРШАМПЕНАУЗ: " ФЕРШАМПЕНАУЗ "
  ФИРОВО: " Фиров "
  ФЛОРЕШТЫ: " Флорешть "
  ФОРНОСОВО: " ФОРНОСОВО "
  ФРОЛОВО: " ФРОЛОВА "
  ФРУНЗЕ: " ФРУНЗЕ "
  ФРУНЗЕНСКОЕ: " Фрунзенський "
  ФРУНЗОВКА: " Фрунзівка "
  ФУРМАНОВ: " ФУРМАНОВ"
  ФУРМАНОВКА: "Фурманівка "
  ФУРМАНОВО: " ФУРМАНОВА "
  ХААПСАЛУ: " Хаапсалу "
  ХАБАРОВСК: " ХАБАРОВСЬК "
  ХАБАРЫ: " ХАБАР "
  ХАВАЛИНГ: " ХАВАЛІНГ "
  ХАЗАРАСП: " ХАЗАРАСП "
  ХАККУЛАБАД: " ХАККУЛАБАД "
  ХАЛАЧ: " ХАЛАЧ "
  ХАНДЫГА: " ХАНДИГА "
  ХАНКА: " Ханке "
  ХАНТЫ-МАНСИЙСК: " Ханти-Мансійськ "
  ХАРАБАЛИ: " Харабали "
  ХАРОВСК: " Харовський "
  ХАРЦЫЗСК: " ХАРЦИЗСЬК "
  ХАРЬКОВ: " ХАРКІВ "
  ХАРЬЮС: " ХАРЬЮС "
  ХАТАСЫ: " ХАТАСИ "
  ХАХАРАСП: " ХАХАРАСП "
  ХАЧМАС: " хачмас "
  ХАШУРИ: " Хашурі "
  ХВАЛЫНСК: " Хвалинськ "
  ХВАСТОВИЧИ: " ХВАСТОВІЧІ "
  ХВОЙНАЯ: " Хвойні "
  ХЕРСОН: " ХЕРСОН"
  ХИВА: "Хіва "
  ХИЛОК: " хілок "
  ХИСЛАВИЧИ: " ХІСЛАВІЧІ "
  ХЛЕВНОЕ: " ХЛЕВНОЕ "
  ХМЕЛЬНИК: " ХМЕЛЬНИК "
  ХМЕЛЬНИЦКИЙ: " ХМЕЛЬНИЦЬКИЙ "
  ХОДЖААБАД: " ХОДЖААБАД "
  ХОДЖАМБАС: " ХОДЖАМБАС "
  ХОДЖЕЙЛИ: " ХОДЖЕЙЛІ "
  ХОЙНИКИ: " Хойниках "
  ХОЛМ-ЖИРКОВСКИЙ: " ПАГОРБ-ЖІРКОВСКІЙ "
  ХОЛМСК: " Холмськ "
  ХОМУТОВКА: " ХОМУТОВКА "
  ХОМУТОВО: " Хомутова "
  ХОРИНСК: " Хорінськ "
  ХОРОЛ: " ХОРОЛ "
  ХОРОЛЬ: " ХОРОЛ "
  ХОТИМСК: " Хотимський "
  ХОТИН: " ХОТИН "
  ХОТЫНЕЦ: " ХОТИНЕЦ "
  ХОХОЛЬСКИЙ: " ХОХОЛЬСКІЙ "
  ХРАБРАВО: " ХРАБРАВО "
  ХРИСТИНОВКА: " ХРИСТИНІВКА "
  ХРОМТАУ: " ХРОМТАУ "
  ХУНЗАХ: " Хунза"
  ХУСТ: "ХУСТ "
  ЦАЛКА: " Цалко "
  ЦАРИЧАНКА: " ЦАРИЧАНКА "
  ЦАХКАОВИТ: " ЦАХКАОВІТ "
  ЦВЕЛОДУБОВО: " ЦВЕЛОДУБОВО "
  ЦЕЛИНА: " Цілина "
  ЦЕЛИННОЕ: " Целинная "
  ЦЕЛИННОС: " ЦЕЛІННОС "
  ЦЕЛИНОГРАД: " Целіноград "
  ЦЕЛИНСКОЕ: " Целінський "
  ЦЕСИС: " Цесисе "
  ЦИВИЛЬСК: " Цивільський "
  ЦУМАНЬ: " ЦУМАНЬ "
  ЦХАЛТУБА: " Цхалтубо "
  ЦХИНВАЛИ: " ВІЛАЙЯТ ДАГЕСТАН "
  ЦЮРУПИНСК: " ЦЮРУПИНСЬКИЙ "
  ЧАГОДА: " ЧАГОДА "
  ЧАДЫР-ЛУНГА: " Чадир-Лунга "
  ЧАЕК: " чайок "
  ЧАЙКОВСКИЙ: " ЧАЙКОВСЬКИЙ "
  ЧАЛТЫРЬ: " ЧАЛТИРЬ "
  ЧАМЗИНКА: " чамзинка "
  ЧАНЫ: " чани "
  ЧАПАЕВ: " ЧАПАЕВ "
  ЧАПАЕВСК: " Чапаєвськ"
  ЧАПЛЫГИН: "Чаплигін "
  ЧАПЛЫНКА: " Чаплинка "
  ЧАРА: " Чара "
  ЧАРДЖОУ: " Чарджоу "
  ЧАРЕНЦАВАН: " ЧАРЕНЦАВАН "
  ЧАРСК: " Чарський "
  ЧАРТАП: " ЧАРТАП "
  ЧАРШАНГА: " ЧАРШАНГА "
  ЧАРЫШСКОЕ: " ЧАРИШСКОЕ "
  ЧАСОВОНСКОЕ: " ЧАСОВОНСКОЕ "
  ЧАСТООЗЕРЬЕ: " ЧАСТООЗЕРЬЕ "
  ЧАСТЫЕ: " ЧАСТІ "
  ЧАТКАЛ: " Чаткал "
  ЧАУСЫ: " Чаус "
  ЧАШНИКИ: " Чашник "
  ЧЕБАКУЛЬ: " ЧЕБАКУЛЬ "
  ЧЕБОКСАРЫ: " Чебоксари "
  ЧЕГДОМЫН: " ЧЕГДОМИН "
  ЧЕГЕМ: " Чегема "
  ЧЕКМАГУШ: " ЧЕКМАГУШ "
  ЧЕЛКАР: " ЧЕЛКАР "
  ЧЕЛНО-ВЕРШИНЫ: " Челни-Вершини "
  ЧЕЛЯБИНСК: " ЧЕЛЯБІНСЬК "
  ЧЕМЕРОВЦЫ: " ЧЕМЕРІВЦІ "
  ЧЕРВЕНЬ: " ЧЕРВЕНЬ"
  ЧЕРВОНОАРМЕЙСК: "ЧЕРВОНОАРМІЙСЬКИЙ "
  ЧЕРВОНОГРАД: " ЧЕРВОНОГРАД "
  ЧЕРДАКЛЫ: " Чердакли "
  ЧЕРЕМИСИНОВО: " черемисиново "
  ЧЕРЕМХОВО: " черемхово "
  ЧЕРЕМШАН: " Черемшина "
  ЧЕРЕПАНОВО: " Черепанова "
  ЧЕРЕПОВЕЦ: " ЧЕРЕПОВЕЦЬ "
  ЧЕРИКОВ: " Чериков "
  ЧЕРКАСОВО: " ЧЕРКАСОВА "
  ЧЕРКАССЫ: " ЧЕРКАСИ "
  ЧЕРКЕССК: " Черкеськ "
  ЧЕРЛАК: " ЧЕРЛАК "
  ЧЕРНИГОВ: " ЧЕРНІГІВ "
  ЧЕРНИГОВКА: " Чернігівка "
  ЧЕРНОБАЙ: " ЧЕРНОБАЙ "
  ЧЕРНОБЫЛЬ: " ЧОРНОБИЛЬ "
  ЧЕРНОВЦЫ: " ЧЕРНІВЦІ "
  ЧЕРНОГОРСК: " Чорногорський "
  ЧЕРНОМОРСКОЕ: " ЧОРНОМОРСЬКЕ "
  ЧЕРНУХИ: " ЧЕРНУХИ "
  ЧЕРНУШКА: " Чернушка "
  ? "ЧЕРНЫЙ ЯР"
  : " ЧОРНИЙ ЯР "
  ЧЕРНЫШЕВСК: " ЧЕРНИШЕВСЬКОГО "
  ЧЕРНЫШКОВСКИЙ: " ЧЕРНИШКОВСКІЙ"
  ЧЕРНЬ: "ЧОРНО "
  ЧЕРНЯНКА: " Чернянка "
  ЧЕРНЯХОВ: " Черняхів "
  ЧЕРНЯХОВСК: " ЧЕРНЯХОВСЬКИЙ "
  ЧЕРТКОВО: " Чорткова "
  ЧЕСМА: " Чесма "
  ЧЕХОВ: " ЧЕХОВ "
  ЧЕЧЕЛЬНИК: " ЧЕЧЕЛЬНИК "
  ЧЕЧЕРСК: " Чечерськ "
  ЧИГИРИН: " ЧИГИРИН "
  ЧИКОЛА: " Чіколе "
  ЧИЛИК: " ЧІЛІК "
  ЧИМБАЙ: " ЧІМБАЙ "
  ЧИМИШЛИЯ: " ЧІМІШЛІЯ "
  ЧИМКЕНТ: " Чимкент "
  ЧИНАЗ: " ЧІНАЗ "
  ЧИРАКЧИ: " Чіракчі "
  ЧИРЧИК: " Чирчик "
  ЧИСТООЗЕРНОЕ: " ЧІСТООЗЕРНОЕ "
  ЧИСТОПОЛЬ: " Чистополя "
  ЧИСТОПОЛЬЕ: " Чистополя "
  ЧИТА: " ЧИТА "
  ЧИШМЫ: " чишми "
  ЧКАЛОВО: " ЧКАЛОВА "
  ЧКАЛОВСК: " Чкаловськ"
  ЧОЛПАН-АТА: "ЧОЛПАН-АТА "
  ЧОРТКОВ: " ЧОРТКІВ "
  ЧУГУЕВ: " ЧУГУЇВ "
  ЧУГУЕВКА: " Чугуївка "
  ЧУДНОВ: " чуднів "
  ЧУДОВО: " ЧУДОВО "
  ? "ЧУДСКОЙ БОР"
  : " Чудському БОР "
  ЧУЛЫМ: " Чулимі "
  ЧУНДЖА: " ЧОНЧЖУ "
  ЧУНСКИЙ: " ЧУНСКІЙ "
  ЧУРАПЧА: " Чурапча "
  ЧУСОВОЙ: " юХУПЧПК "
  ЧУСТ: " ЧУСТ "
  ЧУТОВО: " ЧУТОВО "
  ЧУХЛОМА: " ЧУХЛОМА "
  ЧУЧКОВО: " Чучкова "
  ШАБЛЫКИНО: " ШАБЛИКІНО "
  ШАВАТ: " ШАВАТ "
  ШАДРИНСК: " Шадринськ "
  ШАКЯЙ: " ШАКЯЙ "
  ШАЛИ: " шалі "
  ШАЛИНСКОЕ: " Шалінському "
  ШАЛЬЧИНИНКАЙ: " ШАЛЬЧІНІНКАЙ "
  ШАПКИ: " ШАПКИ "
  ШАРАН: " ШАРА"
  ШАРГОРОД: "ШАРГОРОД "
  ШАРКАН: " човгав "
  ШАРКОВЩИНА: " ШАРКОВЩІНА "
  ШАРЛЫК: " ШАРЛИК "
  ШАРЫПОВО: " Шарипово "
  ШАРЬЯ: " Шар&#39;я "
  ШАТРОВО: " Шатрова "
  ШАТУРА: " Шатура "
  ШАФИРКАН: " ШАФІРКАН "
  ШАХОВСКАЯ: " Шаховской "
  ШАХРИХАН: " ШАХРІХАН "
  ШАХРНСАБЗ: " ШАХРНСАБЗ "
  ШАХТЕРСК: " ШАХТАРСЬКА "
  ШАХТИНСК: " Шахтинський "
  ШАХТЫ: " ШАХТИ "
  ШВЕНЧЕНИС: " ШВЕНЧЕНІС "
  ШЕБАЛИНО: " Шебаліна "
  ШЕВЧЕНКО: " ШЕВЧЕНКО "
  ШЕВЧЕНКОВО: " ШЕВЧЕНКОВЕ "
  ШЕКИ: " Шекі "
  ШЕКСНА: " Шексна "
  ШЕЛАБОЛИХА: " ШЕЛАБОЛІХА "
  ШЕЛЕХОВ: " Шелехов "
  ШЕЛКОВСКАЯ: " Шелковський "
  ШЕЛОПУГИНО: " ШЕЛОПУГІНО"
  ШЕМАХА: "Шемаха "
  ШЕМОНАИХА: " ШЕМОНАІХА "
  ШЕМУРША: " ШЕМУРША "
  ШЕМЫШЕЙКА: " ШЕМИШЕЙКА "
  ШЕНТАЛА: " ШЕНТАЛА "
  ШЕПЕТОВКА: " ШЕПЕТІВКА "
  ШЕРАБАТ: " ШЕРАБАТ "
  ШИГОНЫ: " ШІГОНИ "
  ШИЛАЛЕ: " Шилале "
  ШИЛКА: " Шилко "
  ШИЛОВО: " ШИЛОВА "
  ШИЛУТЕ: " ШІЛУТЕ "
